noun,gender,lang
rigolo,m,fr
rit,m,fr
rimaye,m,fr
rigaudon,m,fr
rigodon,m,fr
rien,m,fr
rifle,m,fr
riff,m,fr
rictus,m,fr
ridicule,m,fr
riflard,m,fr
rieur,m,fr
rideau,m,fr
riesling,m,fr
rhumb,m,fr
rhume,m,fr
rhum,m,fr
rhume des foins,m,fr
rhynchite,m,fr
rhumatisme,m,fr
rhyolite,m,fr
riel,m,fr
rhotacisme,m,fr
rhodium,m,fr
rhombe,m,fr
rhodite,m,fr
Rhodanien,m,fr
rhodinol,m,fr
rhodanien,m,fr
rhizopode,m,fr
rhizostome,m,fr
rhinoplasticien,m,fr
rhizoctone,m,fr
rhizophore,m,fr
rhizome,m,fr
rhinopharynx,m,fr
rhinolophe,m,fr
rhino,m,fr
rhododendron,m,fr
rhinanthe,m,fr
rhingrave,m,fr
rhapsode,m,fr
rhade,m,fr
rezzou,m,fr
rez-de-jardin,m,fr
rhabdomyolyse,m,fr
rhabdomyome,m,fr
rhabdomancien,m,fr
rhapontic,m,fr
rez,m,fr
rez-de-cour,m,fr
rewriting,m,fr
RG,m,fr
rexiste,m,fr
rexisme,m,fr
revival,m,fr
rewriter,m,fr
revitalisant,m,fr
revirement,m,fr
revigorant,m,fr
reversement,m,fr
revers de fortune,m,fr
revenu,m,fr
revenant,m,fr
revers,m,fr
revendicateur,m,fr
revendeur,m,fr
reuf,m,fr
revanchisme,m,fr
revolver,m,fr
retsina,m,fr
rets,"pl,m",fr
reup,m,fr
retrogaming,m,fr
retroussage,m,fr
retranchement,m,fr
retrait,m,fr
retraitement,m,fr
retriever,m,fr
retour de manivelle,m,fr
retrait sur des prises,m,fr
retournement,m,fr
retour de flamme,m,fr
retour sur investissement,m,fr
retour de flammes,m,fr
retour,m,fr
retouchage,m,fr
retors,m,fr
retoucheur,m,fr
retirage,m,fr
retable,m,fr
retard,m,fr
retardateur,m,fr
resve,m,fr
retentissement,m,fr
retardement,m,fr
retardataire,m,fr
restopub,m,fr
restylage,m,fr
ressac,m,fr
restoroute,m,fr
restobar,m,fr
ressenti,m,fr
resto-pub,m,fr
resto-basket,m,fr
respire,m,fr
ressemelage,m,fr
resquilleur,m,fr
respirateur,m,fr
resplendissement,m,fr
rescrit,m,fr
requin-marteau,m,fr
requin-taupe du Pacifique,m,fr
requin-baleine,m,fr
requin tigre,m,fr
requin-garou,m,fr
requin renard,m,fr
requin-crocodile,m,fr
requin saumon,m,fr
respect,m,fr
requin mako,m,fr
requin marteau,m,fr
requin gris,m,fr
requin longimane,m,fr
requin grande gueule,m,fr
requin griset,m,fr
requin cuivre,m,fr
requin bouledogue,m,fr
requin bleu,m,fr
requin du Groenland,m,fr
requin,m,fr
requin baleine,m,fr
requiem,m,fr
reptilien,m,fr
reptuile,m,fr
reptile,m,fr
repreneur,m,fr
reproducteur,m,fr
reproche,m,fr
repris de justice,m,fr
reps,m,fr
reposteur,m,fr
repoussage,m,fr
reposoir,m,fr
repoussoir,m,fr
repos,m,fr
reportage,m,fr
repositoire,m,fr
repositionnement,m,fr
repose-pied,m,fr
reporteur,m,fr
reporting,m,fr
repose-pieds,m,fr
repliement,m,fr
report,m,fr
repli,m,fr
repiquage,m,fr
replat,m,fr
repeuplement,m,fr
repas,m,fr
repentir,m,fr
repaire,m,fr
repassage,m,fr
renvoi,m,fr
rentier,m,fr
rentre-dedans,m,fr
renseignement,m,fr
renversement,m,fr
renne,m,fr
renouvellement urbain,m,fr
renouvellement,m,fr
renoi,m,fr
renoncement,m,fr
renouveau,m,fr
Rennais,m,fr
renminbi,m,fr
reniflement,m,fr
renom,m,fr
renforcement,m,fr
renflouement,m,fr
reniement,m,fr
renifleur,m,fr
rendez-vous,m,fr
reniflard,m,fr
renfort,m,fr
renfoncement,m,fr
rendu,m,fr
rencard,m,fr
rendement,m,fr
renflement,m,fr
rendez-vous galant,m,fr
renard-garou,m,fr
rencart,m,fr
renardeau,m,fr
renard volant,m,fr
renard,m,fr
renard gris,m,fr
renard polaire,m,fr
remplissage,m,fr
remugle,m,fr
remploi,m,fr
remords,m,fr
remplacisme,m,fr
remplacement,m,fr
remorquage,m,fr
remous,m,fr
rempart,m,fr
remorqueur,m,fr
remontoir,m,fr
remboursement,m,fr
remonte-pente,m,fr
rembourrage,m,fr
remontant,m,fr
remblayage,m,fr
remblaiement,m,fr
remaniement,m,fr
rembarquement,m,fr
remariage,m,fr
remblai,m,fr
reliquaire,m,fr
relooking,m,fr
religieux,m,fr
relogement,m,fr
relieur,m,fr
reliquat,m,fr
relief,m,fr
releveur,m,fr
relevage,m,fr
relent,m,fr
relargage,m,fr
relecteur,m,fr
remake,m,fr
relayeur,m,fr
relanceur,m,fr
relancement,m,fr
rejoneador,m,fr
rejeton,m,fr
relationnel,m,fr
relais,m,fr
relativisme,m,fr
reins,"pl,m",fr
rejet,m,fr
reichsmark,m,fr
relai,m,fr
rein,m,fr
rehausseur,m,fr
regroupement,m,fr
rehaussement,m,fr
regret,m,fr
regrat,m,fr
regroupement familial,m,fr
regrattier,m,fr
registre de langue,m,fr
regrattage,m,fr
reggae,m,fr
registre,m,fr
regardeur,m,fr
refus,m,fr
regard noir,m,fr
regard,m,fr
refrain,m,fr
regain,m,fr
refroidisseur,m,fr
refuge,m,fr
refroidissement,m,fr
refoulement,m,fr
reformage,m,fr
reflux gastrique,m,fr
reflets,m,fr
reflet,m,fr
refleurissement,m,fr
refinancement,m,fr
reflux,m,fr
referendum,m,fr
REEPS,m,fr
redressement,m,fr
redrapage,m,fr
redresseur,m,fr
redresse-seins,m,fr
redoublement,m,fr
redoux,m,fr
redent,m,fr
redan,m,fr
red light,m,fr
red room,m,fr
rectum,m,fr
recyclage,m,fr
recul,m,fr
recueil,m,fr
recueillement,m,fr
rectifieur,m,fr
recto,m,fr
rectoscope,m,fr
rectangle,m,fr
rectorat,m,fr
recteur,m,fr
recruteur,m,fr
recrutement,m,fr
recouvrement,m,fr
record,m,fr
recors,m,fr
recours,m,fr
recouvreur,m,fr
recoupement,m,fr
recordage,m,fr
recopieur,m,fr
recordman,m,fr
rechargement,m,fr
receveur,m,fr
recentrage,m,fr
receleur,m,fr
recenseur,m,fr
recel,m,fr
recensement,m,fr
recalibrage,m,fr
recalottage,m,fr
recadrage,m,fr
rebut,m,fr
rebondissement,m,fr
rebord,m,fr
rebouteux,m,fr
rebroussier,m,fr
rebouteur,m,fr
rebours,m,fr
rebeu,m,fr
reblochon,m,fr
rebond,m,fr
reboisement,m,fr
rebec,m,fr
rchouma,m,fr
RDC,"f,m",fr
rayonnement,m,fr
raz,m,fr
raya,m,fr
rayon de soleil,m,fr
raygrass,m,fr
rayon X,m,fr
rayonnage,m,fr
rayon d'action,m,fr
ray-grass,m,fr
ravitaillement,m,fr
ravioli,m,fr
ravioli chinois,m,fr
ray-grass anglais,m,fr
ravissement,m,fr
ravitailleur,m,fr
ravisseur,m,fr
raveur,m,fr
rave,m,fr
ravioli polonais,m,fr
ravet,m,fr
ravage,m,fr
ravenala,m,fr
ravier,m,fr
ravaudage,m,fr
ravalement,m,fr
raton,m,fr
rattachement,m,fr
ravin,m,fr
rattrapage,m,fr
rattachisme,m,fr
ravages,"pl,m",fr
raton laveur,m,fr
ratio,m,fr
ratissoire,m,fr
rayon,m,fr
rationnement,m,fr
ratite,m,fr
ratissage,m,fr
ratier,m,fr
rationalisme,m,fr
ratichon,m,fr
ratahan,m,fr
raticide,m,fr
ratage,m,fr
rat taupier,m,fr
ratafia,m,fr
rat gris,m,fr
rat-garou,m,fr
rat noir,m,fr
rat d'eau,m,fr
rat de bois,m,fr
rassemblement,m,fr
ras,m,fr
rapt,m,fr
rastafarisme,m,fr
rasoir national,m,fr
ras-le-bol,m,fr
rapporteur,m,fr
rasoir,m,fr
rapport de forces,m,fr
rap,m,fr
rapper,m,fr
rapineur,m,fr
rallye-papers,m,fr
raphia,m,fr
raisonnement,m,fr
ramequin,m,fr
rapatriement,m,fr
raifort,m,fr
ralentissement,m,fr
rajout,m,fr
raisin,m,fr
rageux,m,fr
raki,m,fr
ragondin,m,fr
rafting,m,fr
rai,m,fr
raffermissement,m,fr
rafistolage,m,fr
radja,m,fr
radoub,m,fr
radioroman,m,fr
radiosondage,m,fr
radiotechnicien,m,fr
radis,m,fr
radioprotecteur,m,fr
radioreporter,m,fr
radioplomb,m,fr
radioralliement,m,fr
radioreportage,m,fr
radiophare,m,fr
radiogramme,m,fr
radionavigant,m,fr
radiolaire,m,fr
radioguidage,m,fr
radiocompas,m,fr
radiodiffuseur,m,fr
radier,m,fr
radioconducteur,m,fr
radiocarbone,m,fr
radiocassette,m,fr
radin,m,fr
radical-socialisme,m,fr
racontar,m,fr
radicalisme,m,fr
radar tourelle,m,fr
radical libre,m,fr
raclette,"f,m",fr
radicande,m,fr
racolage,m,fr
racontage,m,fr
racoleur,m,fr
racloir,m,fr
racisme,m,fr
racleur,m,fr
raclo,m,fr
raclement,m,fr
racheteur,m,fr
raclage,m,fr
racialisme,m,fr
racer,m,fr
racket,m,fr
rachitisme,m,fr
rachat,m,fr
racketteur,m,fr
rabaissement,m,fr
raccrocheur,m,fr
raccroc,m,fr
qwerty,m,fr
rabat-joie,m,fr
raccourcissement,m,fr
rabat,m,fr
quotient,m,fr
quota,m,fr
quotidien,m,fr
rabais,m,fr
quotient intellectuel,m,fr
quiz,m,fr
quintuple,m,fr
quintette,m,fr
quinquina,m,fr
quillon,m,fr
quidam,m,fr
quintilion,m,fr
quick,m,fr
Quiberonnais,m,fr
quimbois,m,fr
questionnaire,m,fr
quetzal,m,fr
questionneur,m,fr
quichua,m,fr
quinconce,m,fr
questionnement,m,fr
quercinois,m,fr
questeur,m,fr
quechua,m,fr
qu'en-dira-t-on,m,fr
quenya,m,fr
quattrocento,m,fr
quebracho,m,fr
quatre-vingt,m,fr
quatre-quarts,m,fr
quatre-vingt-dix-neuf,m,fr
quatre quart,m,fr
quatre-quart,m,fr
quatre dragons du Pacifique,"pl,m",fr
quaternion,m,fr
quasimodo,m,fr
quartzite,m,fr
quatorzain,m,fr
quartz,m,fr
quatre quarts,m,fr
quatrain,m,fr
quartile,m,fr
quassia,m,fr
quasi-synonyme,m,fr
quasar,m,fr
quartier chaud,m,fr
quartette,m,fr
quartier d'affaires,m,fr
quartier,m,fr
quarter,m,fr
quartier des affaires,m,fr
quartet,m,fr
quarterback,m,fr
quartidi,m,fr
quart-monde,m,fr
quarteron,m,fr
quantum,m,fr
quart de finale,m,fr
quart de soupir,m,fr
pyrrol,m,fr
QG,m,fr
quantifieur,m,fr
pyrope,m,fr
pyrochlore,m,fr
pyrane,m,fr
pyramidon,m,fr
quadriceps,m,fr
pyogranulome,m,fr
putter,m,fr
putsch,m,fr
putaclic,m,fr
pygargue,m,fr
pyramidion,m,fr
pylone,m,fr
pylore,m,fr
punctum,m,fr
puzzle,m,fr
puritain,m,fr
pupitreur,m,fr
puma,m,fr
purgatoire,m,fr
punisseur,m,fr
punching-ball,m,fr
punch,m,fr
puncheur,m,fr
pull-over,m,fr
puits sans fond,m,fr
puits de science,m,fr
puits,m,fr
puisard,m,fr
puisatier,m,fr
puceau,m,fr
psychotechnicien,m,fr
pseautier,m,fr
psaume,m,fr
Prussien,m,fr
psautier,m,fr
pubis,m,fr
prud'homme,m,fr
pschent,m,fr
prunellier,m,fr
prototype,m,fr
proviseur,m,fr
provincialisme,m,fr
provincial,m,fr
protofluorure,m,fr
protestantisme,m,fr
proto-germanique,m,fr
provocateur,m,fr
protide,m,fr
prote,m,fr
proscenium,m,fr
protectorat,m,fr
prostatisme,m,fr
prostyle,m,fr
proscripteur,m,fr
propulseur,m,fr
prosateur,m,fr
prorata,m,fr
propyle,m,fr
propane,m,fr
propergol,m,fr
propagateur,m,fr
propagandisme,m,fr
pronunciamiento,m,fr
propanol,m,fr
pronostic,m,fr
pronostiqueur,m,fr
pronostic vital,m,fr
prono,m,fr
prony,m,fr
pronom relatif,m,fr
pronom personnel,m,fr
pronom,m,fr
pronom interrogatif,m,fr
promoteur,m,fr
promenoir,m,fr
profil de risque,m,fr
produit de nettoyage,m,fr
professeur,m,fr
proembryon,m,fr
produit laitier,m,fr
produit scalaire,m,fr
producteur,m,fr
prodige,m,fr
prodrome,m,fr
procureur du roi,m,fr
productivisme,m,fr
Produnova,m,fr
processus,m,fr
procurateur,m,fr
procureur,m,fr
proctodeum,m,fr
procrastinateur,m,fr
prix d'ami,m,fr
prix,m,fr
PRM,m,fr
proboscidien,m,fr
procaryote,m,fr
principal,m,fr
prix unitaire,m,fr
probabilisme,m,fr
Prisu,m,fr
prince charmant,m,fr
prie-Dieu,m,fr
prieur,m,fr
PRFC,m,fr
primat,m,fr
priapisme,m,fr
prestige,m,fr
prestataire de services,m,fr
prestidigitateur,m,fr
premier venu,m,fr
premiers soins,"pl,m",fr
premier poteau,m,fr
premier de classe,m,fr
pralinage,m,fr
pralin,m,fr
Pragois,m,fr
PPCM,m,fr
poutinien,m,fr
pousse-au-vice,m,fr
pousseur,m,fr
pourtour,m,fr
pourpier,m,fr
pourparlers,"pl,m",fr
pourcent,m,fr
poursuivant,m,fr
pourvoi,m,fr
pourriciel,m,fr
poulet frit,m,fr
pourri,m,fr
pourcentage,m,fr
pourfendeur,m,fr
pourchas,m,fr
potard,m,fr
poulsard,m,fr
pot-de-vin,m,fr
pourceau,m,fr
poulamon,m,fr
poster,m,fr
pot,m,fr
poste,"f,m",fr
pot mason,m,fr
pot-au-feu,m,fr
pot Mason,m,fr
positon,m,fr
poste de police,m,fr
pose,"f,m",fr
Portugais,m,fr
positionnement,m,fr
possibilisme,m,fr
post-it,m,fr
positivisme juridique,m,fr
Portoricain,m,fr
porte-papier,m,fr
porto-flip,m,fr
porter,m,fr
positivisme,m,fr
porte-documents,m,fr
porte-jarretelles,m,fr
porte-malheur,m,fr
porte-fanion,m,fr
porte-jaja,m,fr
porte-bonheur,m,fr
porte-conteneur,m,fr
porte-crayon,m,fr
porte-clef,m,fr
porte-cigares,m,fr
porte-avions,m,fr
port de voix,m,fr
porte-aiguille,m,fr
porcelainier,m,fr
populo,m,fr
port d'armes,m,fr
porisme,m,fr
poolish,m,fr
popotin,m,fr
pop-corn,m,fr
poncho,m,fr
pontife,m,fr
populisme,m,fr
pontificat,m,fr
ponch,m,fr
pompon,m,fr
ponton,m,fr
ponceau,m,fr
ponant,m,fr
pomelo,m,fr
pompage,m,fr
polyvalent,m,fr
pompeur,m,fr
pompier,m,fr
pommier,m,fr
pommeau,m,fr
polyzoaire,m,fr
polytric,m,fr
polyvalence,m,fr
polytope,m,fr
polytopisme,m,fr
polytherme,m,fr
polythiazyle,m,fr
polytraumatisme,m,fr
polysyllabisme,m,fr
polysyllabe,m,fr
polytechnicien,m,fr
polyspaste,m,fr
polysulfure,m,fr
polysaccaride,m,fr
polyptyque,m,fr
polyptote,m,fr
polyrythme,m,fr
polypier,m,fr
polypore,m,fr
polysaccharide,m,fr
polypode,m,fr
polyparasitisme,m,fr
polype,m,fr
polyoside,m,fr
polypeptide,m,fr
polynia,m,fr
polymorphie,m,fr
polymorphisme,m,fr
polygone,m,fr
polyiodure,m,fr
polydactylisme,m,fr
polycorde,m,fr
polycopiage,m,fr
polyculturalisme,m,fr
polycondensat,m,fr
polychreste,m,fr
polyazole,m,fr
polychore,m,fr
polychlorure,m,fr
polycentrisme,m,fr
polycarboxylate,m,fr
polyandrisme,m,fr
polyamour,m,fr
polyalcool,m,fr
polyacrylique,m,fr
polyade,m,fr
polo,m,fr
Polovtsien,m,fr
polonais,m,fr
poloniure,m,fr
polyacide,m,fr
Polonais,m,fr
polluant,m,fr
pollupostage,m,fr
pollueur,m,fr
politicien,m,fr
pollinisateur,m,fr
polkeur,m,fr
politiquement correct,m,fr
polisson,m,fr
politicard,m,fr
polissoir,m,fr
polisseur,m,fr
policier,m,fr
polissage,m,fr
polonium,m,fr
policeman,m,fr
polichinelle,m,fr
poli,m,fr
polariseur,m,fr
polar,m,fr
polariscope,m,fr
polatouche,m,fr
polarisateur,m,fr
poissonnier,m,fr
Polandball,m,fr
pollen,m,fr
poisson-lion,m,fr
poisson-pilote,m,fr
poisson-lune,m,fr
polder,m,fr
poisson rouge,m,fr
poisson-football,m,fr
poisson-chirurgien,m,fr
poisson d'avril,m,fr
poisson de roche,m,fr
poisson d'argent,m,fr
poisson chauve-souris,m,fr
poiscaille,m,fr
pointeur,m,fr
point-virgule,m,fr
poirier,m,fr
points de suspension,"pl,m",fr
point triple,m,fr
point final,m,fr
point virgule,m,fr
pointage,m,fr
point diplomatique,m,fr
point de vie,m,fr
poil pubien,m,fr
point d'Angleterre,m,fr
point,m,fr
point de non-retour,m,fr
podcast,m,fr
poids lourd,m,fr
podoscaphe,m,fr
pognon,m,fr
pneu,m,fr
podium,m,fr
podzol,m,fr
pocheteau,m,fr
pneumothorax,m,fr
pnicture,m,fr
pneumatophore,m,fr
ploussard,m,fr
pluvier fauve,m,fr
plumage,m,fr
plutonium,m,fr
plumeau,m,fr
plugiciel,m,fr
plombier,m,fr
plug,m,fr
plongeur,m,fr
plomb,m,fr
plombite,m,fr
plouf,m,fr
plot,m,fr
plombate,m,fr
pleurote,m,fr
plombage,m,fr
plombagine,m,fr
pli,m,fr
ploc,m,fr
pleurnicheur,m,fr
pleurobranche,m,fr
pleuronecte,m,fr
pleureur,m,fr
plexiglas,m,fr
plein,m,fr
plein-emploi,m,fr
plectre,m,fr
plein de soupe,m,fr
playboy,m,fr
platane,m,fr
platine,"f,m",fr
platelage,m,fr
platonisme,m,fr
plateau de tournage,m,fr
plateau,m,fr
plaste,m,fr
plastiqueur,m,fr
plastide,m,fr
plastifiant,m,fr
plasticage,m,fr
plasticien,m,fr
plaqueur,m,fr
plasmateur,m,fr
planton,m,fr
plaqueminier,m,fr
plaquage,m,fr
planning,m,fr
plantoir,m,fr
planning familial,m,fr
plantigrade,m,fr
planeur,m,fr
planificateur,m,fr
plancher pelvien,m,fr
plancton,m,fr
plancher des vaches,m,fr
plan de travail,m,fr
plan d'urgence,m,fr
plan directeur,m,fr
plancher,m,fr
plan fixe,m,fr
plan de vol,m,fr
plan d'eau,m,fr
plan de niveau,m,fr
Plaisirois,m,fr
plan de cuisson,m,fr
plan de faille,m,fr
plan comptable,m,fr
plan de pension,m,fr
plaisir,m,fr
plaignant,m,fr
plain-pied,m,fr
plain-chant,m,fr
plagiat,m,fr
pitre,m,fr
plafond,m,fr
plaideur,m,fr
pitchpin,m,fr
plaidoyer,m,fr
pithiatisme,m,fr
pissoir,m,fr
pissenlit,m,fr
pisteur,m,fr
piston,m,fr
pis-aller,m,fr
pisseur,m,fr
piraya,m,fr
pisse-froid,m,fr
piratage informatique,m,fr
pirojki,m,fr
pire,m,fr
piton,m,fr
piratage,m,fr
pisco,m,fr
piqueniqueur,m,fr
piqueupe,m,fr
piqueur,m,fr
pique-nique,m,fr
piquebois,m,fr
pique,"f,m",fr
piquenique,m,fr
piquet,m,fr
pique-assiette,m,fr
pipotron,m,fr
piranha,m,fr
pipit,m,fr
piquage,m,fr
pipole,m,fr
pipeline,m,fr
pipi,m,fr
piperin,m,fr
pipelet,m,fr
piperade,m,fr
pipeau,m,fr
pipe-line,m,fr
piolet,m,fr
pitch,m,fr
pioupiou,m,fr
pipe,"f,m",fr
pipa,m,fr
piou,m,fr
pionnier,m,fr
pion,m,fr
pinson,m,fr
pingouin,m,fr
pinson du Nord,m,fr
pinson des arbres,m,fr
pinot,m,fr
pin's,m,fr
pinyin,m,fr
pineau,m,fr
pinceur,m,fr
pindarisme,m,fr
pincement,m,fr
pince-nez,m,fr
pinceau,m,fr
pince-fesses,m,fr
pin,m,fr
ping-pong,m,fr
pinastre,m,fr
pinard,m,fr
pinailleur,m,fr
piment jolokia,m,fr
piment d'Espelette,m,fr
pinacle,m,fr
piment,m,fr
pilum,m,fr
piment de Cayenne,m,fr
pilote de chasse,m,fr
pilulier,m,fr
pilote de brousse,m,fr
pilotage,m,fr
pilote,m,fr
pilotis,m,fr
pilon,m,fr
pilchard,m,fr
pillage,m,fr
pilote automatique,m,fr
pilier de bar,m,fr
pigeon,m,fr
pilori,m,fr
pilier de comptoir,m,fr
pieu,m,fr
pigeon voyageur,m,fr
pied-d'alouette,m,fr
pierrier,m,fr
picsou,m,fr
pied de page,m,fr
Picon,m,fr
picpoul,m,fr
picrate,m,fr
picotin,m,fr
picotement,m,fr
picolo,m,fr
pickpocket,m,fr
pilaf,m,fr
picodon,m,fr
pickle,m,fr
pic,m,fr
picaillon,m,fr
picokatal,m,fr
pickles,m,fr
picocurie,m,fr
Picard,"?,m",fr
piano droit,m,fr
piaffement,m,fr
pichon,m,fr
phthore,m,fr
physicalisme,m,fr
PIB,m,fr
phraseur,m,fr
phototype,m,fr
photostat,m,fr
phtalate,m,fr
phototaxisme,m,fr
phragmite,m,fr
photon,m,fr
phototactisme,m,fr
photophore,m,fr
phototropisme,m,fr
photomontage,m,fr
photomultiplicateur,m,fr
photoreportage,m,fr
photomaton,m,fr
photogramme,m,fr
photocopieur,m,fr
photoconducteur,m,fr
photojournalisme,m,fr
photoamorceur,m,fr
phospholipide,m,fr
phosphure,m,fr
phosphogypse,m,fr
phosphoryle,m,fr
phosphite,m,fr
phosphore,m,fr
phosphatier,m,fr
phormium,m,fr
phosphatage,m,fr
phoque,m,fr
phoque du Groenland,m,fr
phoque-garou,m,fr
phoquier,m,fr
phosphate,m,fr
phonolite,m,fr
phonographe,m,fr
phonogramme,m,fr
phone,m,fr
phonautographe,m,fr
phonatome,m,fr
phlogistique,m,fr
phlegme,m,fr
phlegmon,m,fr
phoeniciculteur,m,fr
philaire,m,fr
Phazanien,m,fr
phelloderme,m,fr
phantasmascope,m,fr
phascolome,m,fr
phallocentrisme,m,fr
phagocytage,m,fr
peu,m,fr
Peul,m,fr
petits yeux,"pl,m",fr
petite main,m,fr
petit-noir,m,fr
Petit-Russien,m,fr
petit-neveu,m,fr
petit-duc,m,fr
petit-lait,m,fr
petit-enfant,m,fr
petit-gris,m,fr
petit-fils,m,fr
petit pont,m,fr
petit peuple,m,fr
petit panda,m,fr
petit pois,m,fr
petit mal,m,fr
petit pain au chocolat,m,fr
petit juif,m,fr
petit pain,m,fr
petit four,m,fr
petit monde,m,fr
petit matin,m,fr
petit largue,m,fr
petit jour,m,fr
petit joueur,m,fr
petit blanc,m,fr
petit doigt,m,fr
pesticide,m,fr
pet de nonne,m,fr
petit axe,m,fr
PET,m,fr
pesant,m,fr
personnel,m,fr
pessimisme,m,fr
pet,m,fr
pessaire,m,fr
peso,m,fr
permis de travail,m,fr
persel,m,fr
permanent,m,fr
perronisme,m,fr
perniflard,m,fr
pernamboucain,m,fr
permis de conduire,m,fr
pernambouc,m,fr
permalien,m,fr
permalloy,m,fr
perlot,m,fr
periodure,m,fr
perfectionnisme,m,fr
perdant,m,fr
perdreau,m,fr
perciforme,m,fr
perchlorure,m,fr
perchoir,m,fr
peptide,m,fr
peppermint,m,fr
perchlorate,m,fr
pentagramme,m,fr
pepperoni,m,fr
pentacle,m,fr
pentagone,m,fr
pensum,m,fr
pentafluorure,m,fr
penny,m,fr
pennonage,m,fr
pensionnat,m,fr
pendule,"f,m",fr
pendu,m,fr
pennage,m,fr
pendant,m,fr
penchant,m,fr
penalty,m,fr
pendentif,m,fr
pendard,m,fr
pelvis,m,fr
pendage,m,fr
peltaste,m,fr
pemmican,m,fr
pelotage,m,fr
pelletiseur,m,fr
PEHD,m,fr
pedigree,m,fr
peigneur,m,fr
pec,m,fr
PEBD,m,fr
peaufinement,m,fr
PEB,m,fr
peaufinage,m,fr
Peau-Rouge,m,fr
peau-rouge,m,fr
PD,m,fr
PE-BD,m,fr
patronage,m,fr
patriotisme,m,fr
patronat,m,fr
Patriote,m,fr
patrimoine,m,fr
patriciat,m,fr
patricien,m,fr
patrice,m,fr
patriarcat,m,fr
patriarche,m,fr
patou,m,fr
patoisement,m,fr
patois,m,fr
patio,m,fr
patineur,m,fr
patinage de vitesse,m,fr
patinage,m,fr
patinage de descente,m,fr
patinage artistique,m,fr
patin,m,fr
pastrami,m,fr
pataphysicien,m,fr
pastoralisme,m,fr
patachon,m,fr
passing,m,fr
pastillage,m,fr
pasteurisateur,m,fr
pastorat,m,fr
passe-temps,m,fr
passepartout,m,fr
passe-plat,m,fr
passe-passe,m,fr
passe-partout,m,fr
passe-montagne,m,fr
passe-droit,m,fr
passe sanitaire,m,fr
passager,m,fr
passage en force,m,fr
passage,m,fr
particulier,m,fr
pas japonais,m,fr
pasdaran,m,fr
parti,m,fr
pas,m,fr
partouzard,m,fr
parqueur,m,fr
parqueteur,m,fr
parpaillaud,m,fr
paroissien,m,fr
parloteur,m,fr
parleur,m,fr
parmentier,m,fr
parme,m,fr
pareo,m,fr
parlement,m,fr
parloir,m,fr
parking,m,fr
parfait,m,fr
parieur,m,fr
parement,m,fr
parent pauvre,m,fr
parisianisme,m,fr
parfumeur,m,fr
pare-choc,m,fr
paratonnerre,m,fr
pare-brise,m,fr
parenchyme,m,fr
pardon,m,fr
paratexte,m,fr
parapluie,m,fr
parc d'attractions,m,fr
paraphe,m,fr
paraski de fond,m,fr
parasitiforme,m,fr
paramakan,m,fr
paranymphe,m,fr
paramilitaire,m,fr
paranatellon,m,fr
paralogisme,m,fr
paragraphe,m,fr
paraige,m,fr
parahockey,m,fr
paraffinage,m,fr
paraedrite,m,fr
Paradounais,m,fr
parafe,m,fr
paradisier,m,fr
paradis terrestre,m,fr
paradoxe,m,fr
paradis fiscal,m,fr
parachute,m,fr
paradis sur terre,m,fr
paraclimax,m,fr
paraclet,m,fr
parachutage,m,fr
parachi,m,fr
parachutisme,m,fr
parachronisme,m,fr
paracelsisme,m,fr
paracerque,m,fr
parabellum,m,fr
para-ski de fond,m,fr
para-surf des neiges,m,fr
para-ski,m,fr
para-hockey,m,fr
para-hockey sur glace,m,fr
para-nordique,m,fr
para surf des neiges,m,fr
para-alpin,m,fr
para-biathlon,m,fr
para ski de fond,m,fr
par,m,fr
para ski,m,fr
para hockey sur glace,m,fr
para nordique,m,fr
paquet,m,fr
para hockey,m,fr
papy-boomer,m,fr
para biathlon,m,fr
papy boom,m,fr
paqueteur,m,fr
papy-boomeur,m,fr
paquetage,m,fr
paprika,m,fr
papyrus,m,fr
Papou,m,fr
paquebot,m,fr
papisme,m,fr
papy,m,fr
papotage,m,fr
papion,m,fr
papillon,m,fr
papillotage,m,fr
papillons dans le ventre,"pl,m",fr
papillon de nuit,m,fr
papillome,m,fr
papier toilette,m,fr
papier-monnaie,m,fr
papier terrier,m,fr
papier tue-mouches,m,fr
papier peint,m,fr
papier journal,m,fr
papier de verre,m,fr
papier de riz,m,fr
papier collant,m,fr
papi,m,fr
papier colle-mouches,m,fr
papier filtre,m,fr
papier carbone,m,fr
papaver,m,fr
papier bulle,m,fr
papange,m,fr
papetier,m,fr
papayer,m,fr
panty,m,fr
panneau,m,fr
pantacourt,m,fr
pansage,m,fr
panneau solaire,m,fr
panier,m,fr
panlogisme,m,fr
panic,m,fr
panicaut,m,fr
panettone,m,fr
pangramme,m,fr
pangolin,m,fr
panda,m,fr
pangermanisme,m,fr
pancalisme,m,fr
pandore,"f,m",fr
panarabisme,m,fr
palude,m,fr
panatela,m,fr
pandit,m,fr
palud,m,fr
paludisme,m,fr
paludarium,m,fr
palot,m,fr
paltoquet,m,fr
palse,m,fr
Palois,m,fr
Palmyrien,m,fr
palmite,m,fr
palmiste,m,fr
palmier des Everglades,m,fr
pallidum,m,fr
pallisandre,m,fr
palindrome,m,fr
palu,m,fr
palladianisme,m,fr
palissandre,m,fr
paliure,m,fr
palmarium,m,fr
Palestinien,m,fr
palmier,m,fr
palimpseste,m,fr
palier,m,fr
palanquin,m,fr
